日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,天气状况,气温,风力风向
2018-08-07,88,良,61,61,3,1.2,26,145,雷阵雨/中雨,30℃/24℃,南风1-2级/南风1-2级
2018-08-08,42,优,23,24,3,1.0,21,83,小雨/阴,30℃/24℃,东风1-2级/东风1-2级
2018-08-09,111,轻度污染,29,34,2,1.0,28,172,多云/多云,30℃/24℃,西南风<3级/南风<3级
2018-08-10,151,中度污染,35,47,2,0.9,29,216,多云/雷阵雨,33℃/25℃,南风<3级/东南风<3级
2018-08-11,87,良,46,48,3,1.2,24,144,雷阵雨/中雨,31℃/23℃,东南风1-2级/东南风1-2级
2018-08-12,75,良,55,44,2,1.2,23,104,雷阵雨/中雨,30℃/24℃,北风<3级/东风<3级
2018-08-13,85,良,45,41,2,1.0,22,142,雷阵雨/雷阵雨,30℃/24℃,东北风1-2级/东北风1-2级
2018-08-14,39,优,26,32,2,0.9,21,71,雷阵雨/小雨,29℃/24℃,东风1-2级/东风1-2级
2018-08-15,49,优,14,28,2,0.5,26,97,多云/多云,32℃/24℃,北风3～4级/北风<3级
2018-08-16,93,良,13,30,2,0.5,24,151,晴/多云,31℃/21℃,北风1-2级/北风1-2级
2018-08-17,152,中度污染,32,64,3,0.6,39,217,多云/雷阵雨,31℃/22℃,东南风1-2级/东南风1-2级
2018-08-18,49,优,14,22,3,0.5,24,98,小雨/中雨,28℃/23℃,北风3～4级/东北风<3级
2018-08-19,41,优,20,35,3,0.7,30,82,小雨/小雨,28℃/23℃,东风1-2级/东风1-2级
2018-08-20,87,良,24,36,2,0.7,24,144,多云/晴,32℃/22℃,北风<3级/北风<3级
2018-08-21,60,良,12,31,2,0.5,27,111,多云/多云,33℃/22℃,北风1-2级/北风1-2级
2018-08-22,59,良,19,52,2,0.6,47,66,雷阵雨/多云,29℃/20℃,西南风1-2级/西南风1-2级
2018-08-23,77,良,17,40,2,0.6,34,132,晴/晴,31℃/21℃,北风1-2级/北风1-2级
2018-08-24,63,良,12,34,2,0.5,31,115,多云/晴,32℃/20℃,北风1-2级/北风1-2级
2018-08-25,136,轻度污染,30,67,3,0.7,32,199,多云/雷阵雨,31℃/22℃,西南风<3级/南风<3级
2018-08-26,140,轻度污染,59,92,3,1.0,31,204,多云/多云,31℃/22℃,南风1-2级/南风1-2级
2018-08-27,139,轻度污染,63,89,5,1.0,32,202,阴/雷阵雨,30℃/22℃,东南风1-2级/东南风1-2级
2018-08-28,103,轻度污染,59,74,4,1.0,35,163,多云/晴,30℃/22℃,北风1-2级/北风1-2级
2018-08-29,61,良,9,23,2,0.5,24,113,晴/晴,32℃/20℃,北风1-2级/北风1-2级
2018-08-30,43,优,16,37,3,0.6,33,85,小雨/多云,28℃/20℃,西南风1-2级/西南风1-2级
2018-08-31,97,良,14,31,3,0.6,29,156,多云/阴,29℃/19℃,西南风1-2级/西南风1-2级
2018-09-01,87,良,44,50,3,1.0,30,144,多云/小雨,28℃/19℃,南风1-2级/南风1-2级
2018-09-02,61,良,41,34,2,0.7,19,113,多云/多云,27℃/19℃,南风1-2级/南风1-2级
2018-09-03,39,优,29,28,2,0.5,19,78,晴/晴,32℃/19℃,西北风4-5级/西北风4-5级
2018-09-04,43,优,7,19,2,0.5,24,86,晴/晴,30℃/18℃,西南风3-4级/西南风3-4级
2018-09-05,62,良,11,33,3,0.5,31,114,晴/多云,31℃/20℃,西南风3-4级/西南风3-4级
2018-09-06,35,优,8,35,2,0.3,19,67,晴/晴,27℃/18℃,西北风4-5级/西北风4-5级
2018-09-07,34,优,5,18,2,0.3,17,68,晴/晴,27℃/16℃,西北风3-4级/西北风3-4级
2018-09-08,42,优,8,23,2,0.5,27,84,多云/晴,27℃/15℃,北风1-2级/北风1-2级
2018-09-09,75,良,24,56,4,0.5,41,129,晴/晴,28℃/16℃,西南风1-2级/西南风1-2级
2018-09-10,75,良,43,74,6,1.0,52,129,多云/多云,28℃/19℃,南风1-2级/南风1-2级
2018-09-11,80,良,43,68,5,0.9,41,136,多云/多云,26℃/19℃,南风1-2级/南风1-2级
2018-09-12,104,轻度污染,47,58,4,0.9,37,164,多云/多云,29℃/18℃,南风1-2级/南风1-2级
2018-09-13,110,轻度污染,80,97,4,1.0,49,170,多云/多云,29℃/20℃,南风1-2级/南风1-2级
2018-09-14,130,轻度污染,100,109,5,1.2,50,156,多云/多云,28℃/19℃,西南风1-2级/西南风1-2级
2018-09-15,32,优,14,23,2,0.5,20,63,多云/多云,25℃/15℃,东北风3-4级/东北风3-4级
2018-09-16,42,优,8,26,3,0.3,30,83,晴/晴,25℃/14℃,北风1-2级/北风1-2级
2018-09-17,52,良,12,40,3,0.5,41,71,多云/多云,27℃/16℃,南风1-2级/南风1-2级
2018-09-18,60,良,20,55,3,0.5,50,58,阴/多云,25℃/17℃,西南风1-2级/西南风1-2级
2018-09-19,77,良,28,63,3,0.9,59,42,多云/多云,25℃/17℃,南风1-2级/南风1-2级
2018-09-20,65,良,45,70,3,0.7,50,118,多云/多云,27℃/16℃,南风1-2级/南风1-2级
2018-09-21,44,优,15,45,2,0.3,29,61,晴/晴,25℃/14℃,西北风4-5级/西北风4-5级
2018-09-22,26,优,6,25,2,0.3,18,51,晴/晴,24℃/13℃,西北风3-4级/西北风3-4级
2018-09-23,30,优,5,25,2,0.3,22,59,晴/晴,24℃/12℃,西北风4-5级/西北风4-5级
2018-09-24,37,优,8,25,3,0.3,28,73,晴/晴,23℃/11℃,南风1-2级/南风1-2级
2018-09-25,48,优,22,48,4,0.6,36,90,晴/多云,24℃/12℃,南风1-2级/南风1-2级
2018-09-26,53,良,34,57,3,0.6,40,91,多云/多云,24℃/14℃,南风1-2级/南风1-2级
2018-09-27,88,良,66,80,5,1.0,59,67,小雨/小雨,22℃/12℃,南风1-2级/南风1-2级
2018-09-28,73,良,55,42,3,0.9,35,83,多云/多云,24℃/11℃,南风3-4级/南风3-4级
2018-09-29,32,优,6,13,3,0.3,24,63,晴/晴,21℃/10℃,北风3-4级/北风3-4级
2018-09-30,30,优,5,18,3,0.3,21,59,多云/多云,19℃/13℃,西北风4-5级/西北风4-5级
2018-10-01,40,优,8,21,3,0.3,19,79,晴/晴,25℃/12℃,西北风4-5级/西北风4-5级
2018-10-02,44,优,11,30,3,0.5,35,81,晴/晴,24℃/10℃,北风1-2级/北风1-2级
2018-10-03,52,良,13,35,4,0.5,41,82,晴/晴,26℃/10℃,北风1-2级/北风1-2级
2018-10-04,74,良,43,71,8,1.0,54,128,晴/晴,25℃/12℃,东南风1-2级/东南风1-2级
2018-10-05,107,轻度污染,80,99,8,1.4,54,125,多云/多云,24℃/14℃,南风1-2级/南风1-2级
2018-10-06,33,优,8,21,3,0.3,18,66,晴/晴,20℃/8℃,北风3-4级/北风3-4级
2018-10-07,50,优,11,37,3,0.5,40,68,晴/晴,21℃/7℃,西南风1-2级/西南风1-2级
2018-10-08,42,优,9,35,2,0.5,33,73,多云/多云,21℃/9℃,东北风1-2级/东北风1-2级
2018-10-09,25,优,4,14,3,0.3,15,50,晴/晴,16℃/3℃,西北风4-5级/西北风4-5级
2018-10-10,32,优,6,22,3,0.3,25,52,多云/晴,17℃/4℃,东北风1-2级/东北风1-2级
2018-10-11,45,优,10,32,3,0.3,36,59,晴/多云,18℃/5℃,西南风1-2级/西南风1-2级
2018-10-12,74,良,37,74,4,0.6,59,71,多云/多云,20℃/8℃,西南风1-2级/西南风1-2级
2018-10-13,109,轻度污染,82,106,7,1.0,75,90,晴/晴,20℃/8℃,西南风1-2级/西南风1-2级
2018-10-14,190,中度污染,142,157,6,1.2,77,114,多云/多云,20℃/10℃,南风1-2级/南风1-2级
2018-10-15,202,重度污染,152,181,5,1.4,68,55,小雨/小雨,17℃/11℃,北风1-2级/北风1-2级
2018-10-16,83,良,61,64,3,1.0,36,74,多云/晴,17℃/7℃,北风1-2级/北风1-2级
2018-10-17,53,良,31,45,3,0.6,42,63,晴/晴,18℃/5℃,北风1-2级/北风1-2级
2018-10-18,67,良,30,50,3,0.6,53,63,晴/晴,18℃/5℃,南风1-2级/南风1-2级
2018-10-19,73,良,43,59,4,0.7,58,78,晴/多云,19℃/5℃,南风1-2级/南风1-2级
2018-10-20,88,良,65,79,5,0.9,70,81,多云/多云,18℃/7℃,南风1-2级/南风1-2级
2018-10-21,150,轻度污染,115,128,7,1.4,83,57,多云/晴,17℃/6℃,东南风1-2级/东南风1-2级
2018-10-22,158,中度污染,120,90,5,1.2,58,72,多云/晴,19℃/5℃,西北风1-2级/西北风1-2级
2018-10-23,45,优,15,45,3,0.5,35,58,晴/晴,19℃/4℃,西南风1-2级/西南风1-2级
2018-10-24,82,良,42,90,4,0.9,65,37,晴/多云,21℃/6℃,南风1-2级/南风1-2级
2018-10-25,112,轻度污染,84,122,10,1.5,75,29,多云/晴,16℃/8℃,西风1-2级/西风1-2级
2018-10-26,44,优,5,44,2,0.3,11,56,晴/晴,14℃/3℃,西北风4-5级/西北风4-5级
2018-10-27,33,优,10,32,4,0.3,26,57,晴/多云,17℃/5℃,西南风1-2级/西南风1-2级
2018-10-28,36,优,4,29,2,0.3,11,72,多云/多云,18℃/4℃,西北风4-5级/西北风4-5级
2018-10-29,31,优,5,20,3,0.3,21,62,晴/晴,15℃/3℃,西北风3-4级/西北风3-4级
2018-10-30,49,优,11,33,3,0.5,39,65,晴/晴,16℃/1℃,北风1-2级/北风1-2级
2018-10-31,62,良,23,52,5,0.9,49,45,晴/晴,17℃/3℃,西南风1-2级/西南风1-2级
2018-11-01,83,良,56,81,7,1.0,66,60,晴/晴,17℃/3℃,南风1-2级/南风1-2级
2018-11-02,152,中度污染,116,126,8,1.5,96,31,晴/晴,15℃/4℃,南风1-2级/南风1-2级
2018-11-03,211,重度污染,161,164,8,1.7,89,81,多云/多云,16℃/6℃,南风1-2级/南风1-2级
2018-11-04,102,轻度污染,76,90,3,0.9,48,23,小雨/多云,11℃/2℃,北风3-4级/北风3-4级
2018-11-05,47,优,20,33,2,0.5,37,30,多云/多云,10℃/2℃,东北风1-2级/东北风1-2级
2018-11-06,50,优,14,32,3,0.5,40,40,多云/多云,12℃/0℃,东北风1-2级/东北风1-2级
2018-11-07,65,良,28,55,4,0.7,52,16,多云/多云,12℃/2℃,南风1-2级/南风1-2级
2018-11-08,93,良,69,100,7,1.2,73,15,晴/晴,14℃/2℃,西南风1-2级/西南风1-2级
2018-11-09,54,良,31,58,3,0.6,41,61,晴/多云,16℃/1℃,西北风3-4级/西北风3-4级
2018-11-10,50,优,13,38,3,0.5,40,37,多云/多云,11℃/2℃,东南风1-2级/东南风1-2级
2018-11-11,72,良,46,80,5,0.7,57,49,晴/晴,14℃/1℃,西南风1-2级/西南风1-2级
2018-11-12,132,轻度污染,100,116,7,1.2,75,33,晴/晴,14℃/2℃,西南风1-2级/西南风1-2级
2018-11-13,230,重度污染,180,152,6,1.7,79,33,多云/多云,13℃/5℃,东南风1-2级/东南风1-2级
2018-11-14,270,重度污染,220,0,5,2.3,75,37,雾/多云,11℃/5℃,南风1-2级/南风1-2级
2018-11-15,80,良,59,22,3,0.9,32,52,阴/多云,10℃/1℃,北风3-4级/北风3-4级
2018-11-16,39,优,14,33,4,0.5,31,52,晴/多云,8℃/-2℃,北风1-2级/北风1-2级
2018-11-17,75,良,44,76,7,0.9,60,24,多云/晴,9℃/-2℃,南风1-2级/南风1-2级
2018-11-18,64,良,30,77,6,0.7,42,63,晴/晴,11℃/-3℃,西北风3-4级/西北风3-4级
2018-11-19,83,良,47,92,10,1.2,66,17,晴/多云,10℃/-2℃,西南风1-2级/西南风1-2级
2018-11-20,69,良,39,87,8,0.9,53,50,多云/多云,10℃/-1℃,东北风3-4级/东北风3-4级
2018-11-21,51,良,21,51,4,0.5,34,55,晴/晴,9℃/-3℃,西北风3-4级/西北风3-4级
2018-11-22,64,良,28,64,7,0.7,51,37,晴/多云,8℃/-3℃,南风1-2级/南风1-2级
2018-11-23,92,良,68,102,14,1.4,63,12,多云/多云,87℃/0℃,东北风1-2级/东北风1-2级
2018-11-24,122,轻度污染,92,112,10,1.2,63,46,晴/晴,10℃/-3℃,西南风1-2级/西南风1-2级
2018-11-25,119,轻度污染,90,112,8,1.4,73,24,晴/晴,10℃/-3℃,西南风1-2级/西南风1-2级
2018-11-26,267,重度污染,217,213,12,2.4,105,15,浮尘/多云,10℃/0℃,西南风1-2级/西南风1-2级
2018-11-27,161,中度污染,48,271,3,0.5,31,61,晴/多云,9℃/-3℃,北风3-4级/北风3-4级
2018-11-28,115,轻度污染,56,180,15,1.4,67,14,晴/晴,8℃/-3℃,北风1-2级/北风1-2级
2018-11-29,101,轻度污染,57,152,14,1.7,65,17,晴/晴,7℃/-4℃,南风1-2级/南风1-2级
2018-11-30,122,轻度污染,92,184,12,1.9,83,16,晴/晴,8℃/-3℃,西南风1-2级/西南风1-2级
2018-12-02,232,重度污染,182,227,7,2.6,85,5,雾/多云,78℃/2℃,北风1-2级/北风1-2级
2018-12-03,168,中度污染,119,179,3,0.5,21,57,多云/多云,8℃/-3℃,北风3-4级/北风3-4级
2018-12-04,61,良,14,71,3,0.4,25,58,晴/多云,4℃/-6℃,西北风3-4级/西北风3-4级
2018-12-05,77,良,39,103,10,1.1,59,8,阴/多云,0℃/-4℃,南风1-2级/南风1-2级
2018-12-06,37,优,9,37,3,0.4,15,54,晴/晴,-2℃/-9℃,西北风4-5级/西北风4-5级
2018-12-07,38,优,6,38,3,0.3,12,56,晴/晴,-5℃/-10℃,西北风4-5级/西北风4-5级
2018-12-08,36,优,11,36,3,0.3,22,60,晴/多云,-2℃/-10℃,西北风3-4级/西北风3-4级
2018-12-09,73,良,41,71,9,0.9,58,26,多云/晴,-1℃/-10℃,西南风1-2级/西南风1-2级
2018-12-10,83,良,58,89,12,1.1,66,18,多云/多云,0℃/-7℃,东南风1-2级/东南风1-2级
2018-12-11,52,良,21,54,6,0.6,32,52,晴/晴,-1℃/-10℃,西北风4-5级/西北风4-5级
2018-12-12,73,良,31,64,7,0.8,58,31,晴/晴,1℃/-8℃,西南风1-2级/西南风1-2级
2018-12-13,49,优,13,40,5,0.5,39,58,晴/晴,3℃/-7℃,北风3-4级/北风3-4级
2018-12-14,83,良,48,76,11,1.0,66,23,晴/多云,4℃/-6℃,南风1-2级/南风1-2级
2018-12-15,120,轻度污染,91,116,14,1.5,85,12,霾/霾,2℃/-6℃,西风1-2级/西风1-2级
2018-12-16,88,良,65,107,8,1.2,59,54,晴/晴,7℃/-4℃,西北风3-4级/西北风3-4级
2018-12-17,57,良,25,53,6,0.6,45,53,晴/晴,8℃/-5℃,西南风1-2级/西南风1-2级
2018-12-18,67,良,27,58,6,0.8,53,53,晴/晴,9℃/-4℃,北风1-2级/北风1-2级
2018-12-19,78,良,34,72,8,1.0,62,25,晴/多云,8℃/-5℃,北风1-2级/北风1-2级
2018-12-20,93,良,51,93,11,1.2,74,10,多云/霾,6℃/-4℃,东南风1-2级/东南风1-2级
2018-12-21,94,良,70,117,12,1.3,70,43,多云/多云,9℃/-2℃,西南风1-2级/西南风1-2级
2018-12-22,66,良,34,82,7,0.8,41,53,多云/多云,8℃/-6℃,北风1-2级/北风1-2级
2018-12-23,52,良,13,53,3,0.4,22,58,晴/晴,0℃/-9℃,北风3-4级/北风3-4级
2018-12-24,78,良,51,93,10,1.0,62,19,晴/晴,2℃/-8℃,西南风1-2级/西南风1-2级
2018-12-25,58,良,27,66,7,0.7,35,55,晴/晴,3℃/-9℃,北风3-4级/北风3-4级
2018-12-26,33,优,9,26,4,0.4,26,50,晴/多云,-2℃/-11℃,东风1-2级/东风1-2级
2018-12-27,51,良,7,52,4,0.3,10,54,多云/晴,-6℃/-12℃,北风4-5级/北风4-5级
2018-12-28,39,优,9,39,4,0.4,19,50,晴/晴,-4℃/-11℃,西北风3-4级/西北风3-4级
2018-12-29,33,优,10,28,5,0.4,26,52,晴/晴,-3℃/-12℃,北风1-2级/北风1-2级
2018-12-30,47,优,15,32,4,0.5,37,42,晴/多云,-2℃/-11℃,北风1-2级/北风1-2级
2018-12-31,70,良,38,59,10,0.9,56,20,多云/多云,-2℃/-10℃,南风1-2级/南风1-2级
2019-01-01,45,优,28,45,8,0.7,34,47,晴/多云,1℃/-10℃,北风1-2级/北风1-2级
2019-01-02,78,良,57,75,12,1.0,56,28,多云/多云,1℃/-9℃,南风1-2级/南风1-2级
2019-01-03,162,中度污染,123,136,21,1.9,82,12,霾/霾,2℃/-7℃,西南风1-2级/西南风1-2级
2019-01-04,40,优,18,40,5,0.5,26,61,晴/晴,2℃/-7℃,北风3-4级/北风3-4级
2019-01-05,47,优,17,34,7,0.5,37,49,多云/多云,0℃/-8℃,北风1-2级/北风1-2级
2019-01-06,88,良,64,95,12,1.4,70,13,晴/多云,3℃/-7℃,西南风1-2级/西南风1-2级
2019-01-07,55,良,34,54,9,0.9,44,52,多云/多云,2℃/-7℃,北风3-4级/北风3-4级
2019-01-08,35,优,10,29,4,0.5,28,62,晴/晴,1℃/-10℃,北风3-4级/北风3-4级
2019-01-09,74,良,41,66,12,0.9,59,26,多云/晴,2℃/-9℃,西南风3-4级/西南风3-4级
2019-01-10,100,良,75,113,14,1.5,79,17,晴/多云,4℃/-7℃,西南风1-2级/西南风1-2级
2019-01-11,135,轻度污染,103,130,15,1.7,80,21,霾/霾,5℃/-6℃,西南风1-2级/西南风1-2级
2019-01-12,267,重度污染,217,212,14,2.7,101,14,霾/霾,5℃/-5℃,北风3-4级/北风3-4级
2019-01-13,169,中度污染,128,183,6,1.7,64,58,晴/霾,6℃/-7℃,北风3-4级/北风3-4级
2019-01-14,137,轻度污染,104,143,8,1.7,72,46,多云/多云,6℃/-8℃,北风3-4级/北风3-4级
2019-01-15,54,良,9,57,4,0.3,18,61,晴/晴,-2℃/-10℃,北风3-4级/北风3-4级
2019-01-16,73,良,38,74,10,0.9,58,37,晴/晴,2℃/-8℃,西南风1-2级/西南风1-2级
2019-01-17,78,良,45,77,13,1.2,62,34,晴/霾,5℃/-7℃,北风1-2级/北风1-2级
2019-01-18,94,良,64,105,15,1.4,75,18,多云/多云,6℃/-6℃,西南风1-2级/西南风1-2级
2019-01-19,33,优,11,33,5,0.5,24,59,多云/多云,4℃/-5℃,北风1-2级/北风1-2级
2019-01-20,33,优,9,29,3,0.3,19,66,晴/晴,5℃/-7℃,西北风3-4级/西北风3-4级
2019-01-21,57,良,24,63,6,0.6,44,62,晴/晴,9℃/-4℃,北风1-2级/北风1-2级
2019-01-22,64,良,28,70,7,0.9,51,54,晴/晴,10℃/-3℃,北风3-4级/北风3-4级
2019-01-23,60,良,23,53,6,0.7,48,56,晴/晴,10℃/-4℃,东南风1-2级/东南风1-2级
2019-01-24,79,良,58,75,12,1.2,53,41,多云/多云,5℃/-5℃,东北风1-2级/东北风1-2级
2019-01-25,32,优,10,32,4,0.5,21,61,晴/晴,5℃/-6℃,北风3-4级/北风3-4级
2019-01-26,44,优,25,40,5,0.6,35,50,晴/多云,5℃/-5℃,西南风1-2级/西南风1-2级
2019-01-27,76,良,49,102,9,1.0,45,67,多云/晴,7℃/-5℃,西北风3-4级/西北风3-4级
2019-01-28,56,良,35,61,6,0.6,33,59,晴/多云,6℃/-4℃,南风1-2级/南风1-2级
2019-01-29,139,轻度污染,106,140,17,1.5,76,24,多云/多云,6℃/-4℃,西南风1-2级/西南风1-2级
2019-01-30,63,良,28,75,5,0.6,22,61,多云/多云,3℃/-7℃,北风4-5级/北风4-5级
2019-01-31,30,优,13,27,5,0.5,20,59,多云/多云,2℃/-8℃,西南风1-2级/西南风1-2级
2019-02-01,68,良,42,85,7,0.9,49,54,晴/多云,6℃/-5℃,西南风1-2级/西南风1-2级
2019-02-02,142,轻度污染,108,137,8,1.4,55,29,多云/多云,3℃/-3℃,南风1-2级/南风1-2级
2019-02-03,104,轻度污染,40,157,3,0.4,14,77,多云/晴,7℃/-7℃,北风3-4级/北风3-4级
2019-02-04,78,良,46,106,6,0.8,27,58,晴/晴,4℃/-6℃,北风1-2级/北风1-2级
2019-02-05,139,轻度污染,97,227,10,0.9,26,49,多云/霾,1℃/-5℃,东南风1-2级/东南风1-2级
2019-02-06,78,良,53,105,14,1.1,22,57,小雪/多云,0℃/-7℃,东风1-2级/东风1-2级
2019-02-07,35,优,8,29,3,0.4,11,69,多云/多云,-3℃/-10℃,西南风1-2级/西南风1-2级
2019-02-08,46,优,25,46,6,0.5,18,64,多云/晴,-1℃/-7℃,西南风1-2级/西南风1-2级
2019-02-09,32,优,9,21,4,0.3,13,63,多云/多云,0℃/-8℃,西南风1-2级/西南风1-2级
2019-02-10,39,优,27,39,6,0.5,24,52,多云/多云,-1℃/-8℃,西南风1-2级/西南风1-2级
2019-02-11,51,良,35,51,8,0.7,30,67,多云/多云,3℃/-6℃,北风1-2级/北风1-2级
2019-02-12,52,良,30,54,7,0.8,25,52,小雪/多云,-3℃/-7℃,东风1-2级/东风1-2级
2019-02-13,38,优,23,38,3,0.6,23,69,多云/多云,1℃/-6℃,东北风3-4级/东北风3-4级
2019-02-14,72,良,52,60,5,0.9,32,47,小雪/多云,-3℃/-6℃,南风1-2级/南风1-2级
2019-02-15,35,优,8,21,3,0.3,10,70,晴/晴,2℃/-7℃,西北风4-5级/西北风4-5级
2019-02-16,38,优,8,19,3,0.3,13,75,晴/晴,3℃/-6℃,北风3-4级/北风3-4级
2019-02-17,36,优,14,25,4,0.4,25,71,晴/多云,6℃/-4℃,北风1-2级/北风1-2级
2019-02-18,59,良,31,42,7,0.7,47,45,阴/阴,4℃/-3℃,南风1-2级/南风1-2级
2019-02-19,118,轻度污染,89,89,5,1.0,37,67,晴/晴,7℃/-4℃,西北风1-2级/西北风1-2级
2019-02-20,64,良,46,39,5,0.6,32,74,晴/晴,9℃/-4℃,西南风1-2级/西南风1-2级
2019-02-21,129,轻度污染,98,63,5,1.2,53,81,晴/多云,11℃/-3℃,西南风1-2级/西南风1-2级
2019-02-22,132,轻度污染,100,85,6,1.3,61,60,霾/霾,10℃/-2℃,北风1-2级/北风1-2级
2019-02-23,180,中度污染,136,74,9,1.6,66,93,霾/霾,12℃/-2℃,南风1-2级/南风1-2级
2019-02-24,104,轻度污染,78,41,6,1.0,49,77,晴/多云,13℃/-1℃,东北风1-2级/东北风1-2级
2019-02-25,70,良,51,75,9,1.0,49,67,多云/多云,11℃/-2℃,南风1-2级/南风1-2级
2019-02-26,73,良,52,79,10,0.9,58,58,多云/多云,10℃/-2℃,东南风1-2级/东南风1-2级
2019-02-27,120,轻度污染,91,106,8,1.1,60,76,晴/晴,12℃/-2℃,西南风1-2级/西南风1-2级
2019-02-28,109,轻度污染,82,102,7,1.0,55,87,晴/晴,14℃/-1℃,北风1-2级/北风1-2级
2019-03-01,158,中度污染,120,126,8,1.2,62,103,晴/晴,15℃/1℃,南风1-2级/南风1-2级
2019-03-02,233,重度污染,183,155,9,1.4,65,131,霾/霾,15℃/3℃,西南风3-4级/西南风3-4级
2019-03-03,213,重度污染,163,160,10,1.4,62,104,霾/霾,14℃/1℃,西南风1-2级/西南风1-2级
2019-03-04,143,轻度污染,109,107,6,1.1,54,91,多云/多云,16℃/2℃,北风1-2级/北风1-2级
2019-03-05,114,轻度污染,86,66,5,0.9,42,87,晴/晴,17℃/4℃,西北风3-4级/西北风3-4级
2019-03-06,42,优,8,22,2,0.3,16,84,晴/晴,11℃/-2℃,北风4-5级/北风4-5级
2019-03-07,48,优,20,44,4,0.5,38,80,晴/晴,13℃/-1℃,西南风1-2级/西南风1-2级
2019-03-08,79,良,58,103,9,0.8,59,88,多云/多云,14℃/3℃,南风1-2级/南风1-2级
2019-03-09,113,轻度污染,85,121,9,0.8,61,65,阴/多云,12℃/2℃,北风1-2级/北风1-2级
2019-03-10,145,轻度污染,111,133,5,1.0,55,70,小雨/多云,13℃/2℃,北风1-2级/北风1-2级
2019-03-11,41,优,22,36,3,0.5,24,82,晴/晴,16℃/1℃,西北风4-5级/西北风4-5级
2019-03-12,39,优,4,26,2,0.3,11,77,晴/晴,12℃/1℃,西北风3-4级/西北风3-4级
2019-03-13,39,优,8,29,2,0.3,23,78,多云/多云,16℃/2℃,西北风3-4级/西北风3-4级
2019-03-14,43,优,7,43,3,0.3,23,79,多云/多云,16℃/4℃,西北风3-4级/西北风3-4级
2019-03-15,48,优,11,48,3,0.3,17,79,多云/多云,14℃/0℃,南风3-4级/南风3-4级
2019-03-16,56,良,23,61,4,0.5,38,76,晴/晴,19℃/2℃,西北风3-4级/西北风3-4级
2019-03-17,74,良,49,98,7,0.7,51,104,晴/多云,20℃/4℃,西南风3-4级/西南风3-4级
2019-03-18,134,轻度污染,102,144,10,0.9,74,112,多云/晴,21℃/6℃,南风1-2级/南风1-2级
2019-03-19,163,中度污染,124,168,9,1.0,74,130,多云/多云,25℃/12℃,南风3-4级/南风3-4级
2019-03-20,85,良,63,101,5,0.7,39,83,小雨/多云,20℃/6℃,西北风1-2级/西北风1-2级
2019-03-21,40,优,5,25,2,0.3,11,79,晴/晴,13℃/0℃,北风4-5级/北风4-5级
2019-03-22,41,优,7,32,2,0.2,18,82,晴/晴,15℃/3℃,西北风3-4级/西北风3-4级
2019-03-23,41,优,11,33,3,0.3,14,81,晴/晴,12℃/2℃,西南风1-2级/西南风1-2级
2019-03-24,69,良,36,87,6,0.4,44,79,晴/晴,19℃/4℃,西南风3-4级/西南风3-4级
2019-03-25,56,良,21,61,3,0.5,39,94,晴/晴,22℃/5℃,西北风3-4级/西北风3-4级
2019-03-26,85,良,47,120,9,0.8,44,85,晴/晴,19℃/4℃,东南风1-2级/东南风1-2级
2019-03-27,91,良,63,132,7,0.9,52,79,多云/多云,21℃/4℃,东北风3-4级/东北风3-4级
2019-03-28,58,良,24,65,7,0.5,28,61,多云/多云,11℃/2℃,南风1-2级/南风1-2级
2019-03-29,71,良,22,92,4,0.4,30,76,小雨/晴,13℃/4℃,西北风3-4级/西北风3-4级
2019-03-30,40,优,5,26,3,0.2,9,79,晴/晴,12℃/0℃,西北风4-5级/西北风4-5级
2019-03-31,42,优,8,30,2,0.3,25,83,多云/多云,16℃/2℃,西北风3-4级/西北风3-4级
2019-04-01,45,优,13,40,2,0.4,30,89,晴/多云,16℃/4℃,南风1-2级/南风1-2级
2019-04-02,58,良,30,66,6,0.6,40,88,晴/晴,19℃/3℃,东北风1-2级/东北风1-2级
2019-04-03,78,良,57,86,8,0.6,50,128,晴/晴,21℃/8℃,西南风3-4级/西南风3-4级
2019-04-04,90,良,67,124,7,0.6,54,126,扬沙/多云,28℃/9℃,南风3-4级/南风3-4级
2019-04-05,171,中度污染,40,292,3,0.3,25,84,扬沙/多云,21℃/8℃,东南风3-4级/东南风3-4级
2019-04-06,131,轻度污染,39,212,6,0.5,36,89,多云/晴,19℃/6℃,南风3-4级/南风3-4级
2019-04-07,75,良,40,99,8,0.6,40,94,多云/多云,19℃/7℃,南风1-2级/南风1-2级
2019-04-08,61,良,29,71,12,0.9,35,83,多云/小雨,17℃/5℃,南风3-4级/南风3-4级
2019-04-09,39,优,24,39,3,0.5,22,70,小雨/多云,89℃/3℃,北风3-4级/北风3-4级
2019-04-10,48,优,26,39,3,0.4,28,95,多云/多云,18℃/9℃,北风1-2级/北风1-2级
2019-04-11,65,良,47,68,2,0.4,37,105,多云/多云,19℃/6℃,南风1-2级/南风1-2级
2019-04-12,85,良,63,86,4,0.6,41,114,多云/多云,22℃/9℃,西南风4-5级/西南风4-5级
2019-04-13,109,轻度污染,82,87,4,0.6,38,92,多云/晴,23℃/7℃,北风3-4级/北风3-4级
2019-04-14,57,良,17,63,3,0.3,24,101,晴/晴,23℃/8℃,西南风3-4级/西南风3-4级
