日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,天气状况,气温,风力风向
2013-12-02,142,轻度污染,109,138,61,2.6,88,11,多云/多云,11℃/-1℃,无持续风向≤3级/无持续风向≤3级
2013-12-03,86,良,64,86,38,1.6,54,45,晴/晴,14℃/-1℃,无持续风向≤3级/无持续风向≤3级
2013-12-04,109,轻度污染,82,101,42,2.0,62,23,多云/多云,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2013-12-05,56,良,39,56,30,1.2,38,52,晴/晴,12℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013-12-06,169,中度污染,128,162,48,2.5,78,15,晴/霾,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2013-12-07,291,重度污染,241,285,64,4.2,98,6,霾/霾,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
2013-12-08,223,重度污染,173,189,47,2.9,60,41,霾/晴,10℃/-1℃,北风4-5级/北风4-5级
2013-12-09,26,优,11,16,10,0.6,22,51,晴/晴,7℃/-5℃,北风3-4级/无持续风向≤3级
2013-12-10,45,优,21,45,14,1.0,29,52,多云/晴,7℃/-4℃,北风4-5级/北风4-5级
2013-12-11,30,优,19,30,15,0.7,30,45,晴/晴,6℃/-3℃,无持续风向≤3级/北风3-4级
2013-12-12,29,优,16,29,11,0.8,25,56,晴/晴,3℃/-6℃,北风4-5级/无持续风向≤3级
2013-12-13,66,良,48,63,29,1.3,45,29,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013-12-14,56,良,40,48,29,1.2,41,46,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-15,64,良,46,55,31,1.5,49,31,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013-12-16,134,轻度污染,102,126,59,2.5,70,10,多云/小雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013-12-17,80,良,59,41,35,1.4,39,42,多云/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013-12-18,45,优,29,45,22,0.9,32,43,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
2013-12-19,63,良,45,60,30,1.2,50,35,晴/晴,1℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013-12-20,45,优,30,45,28,1.1,46,47,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
2013-12-21,82,良,61,81,43,1.6,69,30,晴/多云,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-22,179,中度污染,135,178,67,2.8,95,14,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-23,166,中度污染,126,166,62,2.9,90,30,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-24,269,重度污染,219,268,94,4.8,123,10,霾/霾,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-25,219,重度污染,169,219,65,3.3,94,54,霾/晴,6℃/-5℃,北风4-5级/北风4-5级
2013-12-26,30,优,10,20,9,0.4,21,59,晴/晴,2℃/-9℃,北风3-4级/无持续风向≤3级
2013-12-27,23,优,16,21,19,0.6,34,40,多云/多云,1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-28,31,优,11,18,11,0.3,21,61,晴/晴,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013-12-29,78,良,58,87,48,1.7,76,30,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013-12-30,67,良,43,84,28,1.1,53,59,晴/晴,8℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013-12-31,99,良,50,148,23,1.2,49,63,晴/晴,8℃/-3℃,北风3-4级/无持续风向≤3级
2014-01-01,81,良,45,111,28,1.5,62,52,晴/晴,10℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-02,145,轻度污染,111,168,69,3.4,93,14,晴/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-01-03,74,良,47,98,29,1.3,52,56,晴/晴,9℃/-5℃,北风3-4级/无持续风向≤3级
2014-01-04,149,轻度污染,114,147,40,2.8,75,14,多云/多云,3℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-01-05,119,轻度污染,91,117,36,2.3,67,44,晴/阴,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-06,182,中度污染,138,158,46,2.4,68,12,阴/阴,2℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-01-07,145,轻度污染,111,125,34,2.0,60,43,多云/多云,6℃/-5℃,北风3-4级/北风3-4级
2014-01-08,27,优,15,25,13,0.5,21,53,晴/晴,0℃/-9℃,北风3-4级/无持续风向≤3级
2014-01-09,46,优,27,46,19,0.8,35,53,晴/晴,1℃/-9℃,无持续风向≤3级/无持续风向≤3级
2014-01-10,85,良,63,94,53,1.9,71,19,晴/晴,4℃/-8℃,无持续风向≤3级/无持续风向≤3级
2014-01-11,139,轻度污染,106,128,76,2.8,90,11,晴/晴,4℃/-5℃,无持续风向≤3级/北风3-4级
2014-01-12,47,优,27,47,27,0.7,39,59,晴/晴,2℃/-9℃,无持续风向≤3级/无持续风向≤3级
2014-01-13,109,轻度污染,82,107,67,2.3,78,20,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-01-14,108,轻度污染,82,108,68,2.4,74,24,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-01-15,125,轻度污染,95,117,66,2.7,84,18,晴/阴,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-16,402,严重污染,353,384,109,4.6,123,20,霾/小雪,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-17,215,重度污染,165,194,67,2.4,76,30,多云/晴,4℃/-6℃,北风3-4级/无持续风向≤3级
2014-01-18,99,良,74,81,42,1.5,61,36,晴/多云,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-19,151,中度污染,115,186,71,2.5,72,41,阴/晴,6℃/-4℃,北风4-5级/北风4-5级
2014-01-20,35,优,8,35,6,0.3,15,65,晴/晴,3℃/-5℃,北风4-5级/北风3-4级
2014-01-21,26,优,18,25,27,0.7,34,50,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
2014-01-22,150,轻度污染,115,138,75,2.2,93,16,晴/多云,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-23,271,重度污染,221,263,118,4.0,125,8,多云/多云,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-01-24,197,中度污染,148,168,79,2.8,92,23,多云/多云,8℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-01-25,42,优,24,42,24,1.0,42,61,晴/多云,8℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-01-26,72,良,53,81,45,1.0,47,44,晴/多云,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-01-27,118,轻度污染,89,120,57,1.8,60,56,晴/晴,10℃/-5℃,北风3-4级/无持续风向≤3级
2014-01-28,62,良,40,75,28,0.9,38,56,晴/晴,6℃/-5℃,南风3-4级/无持续风向≤3级
2014-01-29,155,中度污染,118,141,71,2.3,75,32,多云/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-01-30,96,良,72,97,39,1.2,46,68,晴/晴,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-01-31,190,中度污染,143,182,63,1.4,48,38,多云/雾,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-02-01,179,中度污染,135,146,52,2.0,57,12,阴/雾,6℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-02-02,89,良,66,97,19,1.2,31,73,晴/多云,9℃/-4℃,北风4-5级/北风4-5级
2014-02-03,37,优,5,32,5,0.3,8,73,晴/晴,1℃/-7℃,北风4-5级/北风3-4级
2014-02-04,40,优,27,40,19,0.6,21,68,晴/多云,1℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-02-05,117,轻度污染,88,102,53,1.6,49,42,晴/阴,1℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-02-06,157,中度污染,120,130,66,2.0,64,39,阴/小到中雪,0℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-07,133,轻度污染,102,67,33,1.6,59,30,小雪/小雪,-2℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-02-08,90,良,67,40,23,1.2,36,66,晴/晴,0℃/-9℃,北风3-4级/北风3-4级
2014-02-09,33,优,9,16,16,0.5,18,65,晴/晴,-2℃/-11℃,无持续风向≤3级/无持续风向≤3级
2014-02-10,35,优,24,28,26,0.7,38,55,晴/晴,0℃/-10℃,无持续风向≤3级/无持续风向≤3级
2014-02-11,129,轻度污染,98,111,58,2.1,77,37,晴/晴,0℃/-9℃,无持续风向≤3级/无持续风向≤3级
2014-02-12,146,轻度污染,111,116,53,2.2,77,47,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-02-13,238,重度污染,188,173,73,2.8,84,24,小雪/阴,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
2014-02-14,315,严重污染,265,295,73,3.1,95,27,霾/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-02-15,428,严重污染,393,449,100,3.8,110,25,霾/多云,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-16,346,严重污染,296,204,79,3.2,88,60,霾/多云,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-17,138,轻度污染,105,52,67,2.1,72,56,多云/多云,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-18,95,良,71,84,38,1.1,61,44,阴/小雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-19,87,良,64,72,34,1.2,60,64,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-02-20,214,重度污染,164,175,45,2.2,79,30,霾/雾,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-02-21,309,严重污染,259,284,78,2.7,101,26,霾/雾,3℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-02-22,313,严重污染,263,300,102,3.4,102,18,霾/雾,24℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-02-23,261,重度污染,211,246,130,3.6,92,14,霾/雾,4℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-02-24,310,严重污染,260,327,133,4.7,119,19,霾/雾,47℃/1℃,无持续风向≤3级/无持续风向≤3级
2014-02-25,403,严重污染,354,389,78,5.2,122,13,霾/雾,59℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-02-26,366,严重污染,316,250,81,3.7,106,18,小雨/阴,69℃/2℃,无持续风向≤3级/北风3-4级
2014-02-27,35,优,16,24,13,0.5,25,70,晴/晴,9℃/-3℃,北风3-4级/无持续风向≤3级
2014-02-28,103,轻度污染,78,102,33,1.5,71,47,阴/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-03-01,54,良,38,57,23,0.8,48,70,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-03-02,178,中度污染,135,165,60,2.6,93,40,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-03-03,268,重度污染,218,248,96,4.2,102,18,霾/阴,16℃/1℃,无持续风向≤3级/北风3-4级
2014-03-04,77,良,57,78,27,1.3,40,74,晴/晴,8℃/-3℃,北风4-5级/北风3-4级
2014-03-05,35,优,20,35,16,0.8,35,66,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-03-06,39,优,16,28,14,0.6,29,77,晴/晴,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-03-07,66,良,48,72,26,1.1,53,65,多云/阴,8℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-03-08,172,中度污染,131,166,68,2.3,92,38,晴/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-03-09,124,轻度污染,94,118,45,1.6,68,72,晴/霾,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-03-10,107,轻度污染,81,101,53,1.7,72,45,晴/霾,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-03-11,205,重度污染,155,196,76,2.4,80,68,霾/小雨,12℃/3℃,无持续风向≤3级/北风4-5级
2014-03-12,41,优,11,23,9,0.4,26,82,晴/晴,10℃/-2℃,北风3-4级/无持续风向≤3级
2014-03-13,62,良,20,75,14,0.6,37,77,多云/多云,13℃/3℃,无持续风向≤3级/无持续风向≤3级
2014-03-14,64,良,21,79,13,0.5,31,86,晴/晴,16℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-03-15,124,轻度污染,94,173,43,1.5,89,61,晴/晴,19℃/5℃,无持续风向≤3级/无持续风向≤3级
2014-03-16,148,轻度污染,113,198,76,2.1,72,97,晴/多云,17℃/5℃,无持续风向≤3级/北风3-4级
2014-03-17,145,轻度污染,83,241,27,1.2,50,82,浮尘/晴,19℃/5℃,北风4-5级/北风4-5级
2014-03-18,87,良,37,124,17,0.6,36,91,多云/阴,16℃/6℃,无持续风向≤3级/无持续风向≤3级
2014-03-19,72,良,46,93,17,0.8,46,78,阴/晴,12℃/5℃,北风3-4级/北风4-5级
2014-03-20,44,优,10,27,5,0.4,23,87,晴/晴,17℃/4℃,北风3-4级/无持续风向≤3级
2014-03-21,57,良,25,64,11,0.6,43,92,晴/晴,20℃/5℃,无持续风向≤3级/无持续风向≤3级
2014-03-22,82,良,47,115,16,0.8,53,96,晴/晴,23℃/6℃,北风3-4级/无持续风向≤3级
2014-03-23,177,中度污染,134,183,44,1.6,69,146,晴/多云,20℃/6℃,无持续风向≤3级/无持续风向≤3级
2014-03-24,270,重度污染,220,249,53,2.0,93,115,霾/霾,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-03-25,250,重度污染,200,237,43,1.6,92,159,霾/霾,23℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-03-26,319,严重污染,269,318,43,2.0,111,137,霾/霾,22℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-03-27,299,重度污染,249,300,34,2.4,107,86,霾/阵雨,21℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-03-28,168,中度污染,128,171,25,1.7,66,90,霾/多云,21℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-03-29,63,良,39,76,7,0.6,37,95,晴/晴,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-03-30,64,良,31,78,8,0.5,58,92,晴/阴,24℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-03-31,176,中度污染,133,183,35,1.8,81,89,小雨/多云,20℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-04-01,137,轻度污染,104,117,17,0.9,60,125,霾/多云,23℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-02,130,轻度污染,99,159,21,1.0,58,135,阴/阴,22℃/10℃,无持续风向≤3级/北风3-4级
2014-04-03,65,良,23,80,6,0.5,36,93,晴/晴,20℃/7℃,北风4-5级/无持续风向≤3级
2014-04-04,91,良,32,132,8,0.6,40,100,晴/晴,24℃/8℃,北风4-5级/北风3-4级
2014-04-05,65,良,22,80,6,0.4,29,100,晴/晴,21℃/6℃,无持续风向≤3级/无持续风向≤3级
2014-04-06,96,良,53,143,12,0.7,58,109,晴/晴,26℃/9℃,南风3-4级/无持续风向≤3级
2014-04-07,128,轻度污染,97,176,20,0.8,62,144,晴/晴,27℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-04-08,224,重度污染,174,237,38,1.5,82,184,霾/霾,25℃/12℃,无持续风向≤3级/南风3-4级
2014-04-09,159,中度污染,121,239,19,0.9,50,145,晴/晴,28℃/11℃,北风4-5级/东北风3-4级
2014-04-10,251,重度污染,87,386,27,1.3,52,94,多云/阴,18℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-11,81,良,60,112,17,1.0,60,94,阴/多云,18℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-12,131,轻度污染,100,136,25,1.4,75,136,多云/多云,22℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-04-13,207,重度污染,157,190,25,1.3,71,194,晴/霾,23℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-04-14,279,重度污染,229,263,33,1.9,79,188,霾/多云,24℃/15℃,南风3-4级/无持续风向≤3级
2014-04-15,120,轻度污染,91,142,16,1.0,61,130,多云/阴,24℃/12℃,南风3-4级/无持续风向≤3级
2014-04-16,82,良,51,113,12,0.7,68,80,多云/小雨,21℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-04-17,120,轻度污染,91,124,19,1.4,71,101,阴/多云,17℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-18,183,中度污染,138,124,17,1.5,65,115,多云/阴,20℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-04-19,83,良,61,84,15,0.8,65,87,小雨/晴,16℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-04-20,81,良,60,80,7,0.6,54,99,多云/多云,22℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-04-21,67,良,48,79,7,0.6,56,107,晴/晴,25℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-04-22,86,良,58,101,9,0.6,54,143,晴/多云,27℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-04-23,151,中度污染,116,147,21,0.9,41,145,多云/多云,27℃/16℃,南风3-4级/无持续风向≤3级
2014-04-24,151,中度污染,115,133,19,0.9,47,140,多云/多云,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-04-25,171,中度污染,129,190,20,1.0,69,153,雷阵雨/阵雨,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-04-26,66,良,37,82,4,0.4,28,86,晴/晴,23℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-04-27,73,良,51,93,6,0.6,48,127,晴/多云,26℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-28,84,良,61,98,8,0.7,49,141,晴/晴,25℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-04-29,118,轻度污染,89,143,17,0.9,68,175,晴/晴,28℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-04-30,136,轻度污染,103,158,19,1.0,67,200,晴/晴,29℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-05-01,159,中度污染,121,186,19,0.8,41,161,雷阵雨/阵雨,27℃/14℃,北风4-5级/北风4-5级
2014-05-02,48,优,23,46,3,0.3,21,95,多云/阴,23℃/12℃,北风5-6级/无持续风向≤3级
2014-05-03,89,良,38,127,6,0.4,43,93,雷阵雨/扬沙,24℃/10℃,北风5-6级/北风5-6级
2014-05-04,55,良,26,59,3,0.3,17,87,晴/晴,19℃/7℃,北风4-5级/无持续风向≤3级
2014-05-05,51,良,23,53,4,0.4,36,99,多云/多云,21℃/8℃,北风3-4级/无持续风向≤3级
2014-05-06,99,良,74,124,27,0.9,61,117,雷阵雨/雷阵雨,21℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-05-07,85,良,63,102,12,0.9,45,103,晴/晴,25℃/12℃,北风3-4级/无持续风向≤3级
2014-05-08,99,良,74,107,16,1.0,46,157,多云/多云,23℃/14℃,无持续风向≤3级/无持续风向≤3级
2014-05-09,83,良,61,106,33,1.3,52,119,阴/阴,20℃/15℃,无持续风向≤3级/无持续风向≤3级
2014-05-10,69,良,50,87,27,1.2,50,107,阵雨/小到中雨,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-05-11,46,优,24,20,3,0.8,29,92,小雨/阴,15℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-05-12,77,良,34,68,7,0.6,44,132,晴/晴,29℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-05-13,87,良,52,124,10,0.7,57,109,多云/晴,30℃/16℃,北风3-4级/北风3-4级
2014-05-14,56,良,17,63,7,0.3,26,94,多云/晴,24℃/10℃,北风4-5级/无持续风向≤3级
2014-05-15,115,轻度污染,59,181,7,0.5,61,107,阴/浮尘,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-05-16,86,良,45,121,10,0.6,49,128,晴/晴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2014-05-17,122,轻度污染,56,120,25,1.0,60,184,多云/多云,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-05-18,171,中度污染,77,142,23,0.9,56,236,晴/雷阵雨,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-05-19,145,轻度污染,106,158,15,1.0,45,210,多云/晴,31℃/17℃,北风3-4级/无持续风向≤3级
2014-05-20,105,轻度污染,79,130,9,0.9,46,157,多云/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-05-21,169,中度污染,107,168,25,1.5,53,234,晴/晴,31℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-05-22,180,中度污染,136,196,37,1.4,61,202,晴/晴,35℃/22℃,南风3-4级/无持续风向≤3级
2014-05-23,140,轻度污染,81,156,20,0.8,55,204,多云/雷阵雨,33℃/20℃,南风3-4级/无持续风向≤3级
2014-05-24,101,轻度污染,76,80,6,1.0,46,143,小雨/阴,25℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-05-25,88,良,65,114,2,0.7,29,95,浮尘/晴,30℃/16℃,北风4-5级/北风3-4级
2014-05-26,76,良,22,77,5,0.4,55,131,晴/晴,35℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-05-27,97,良,35,145,4,0.4,42,103,浮尘/晴,33℃/19℃,北风5-6级/北风4-5级
2014-05-28,115,轻度污染,30,87,8,0.6,55,176,晴/多云,37℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-05-29,119,轻度污染,42,115,10,0.7,60,181,晴/多云,38℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-05-30,205,重度污染,84,171,37,1.6,53,294,晴/多云,37℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-05-31,195,中度污染,114,215,45,2.1,58,260,多云/阵雨,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-06-01,164,中度污染,44,55,2,0.6,26,229,阴/阴,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-06-02,93,良,26,43,2,0.4,26,152,阴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-06-03,117,轻度污染,33,61,13,0.6,41,179,晴/晴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-06-04,123,轻度污染,53,89,9,0.8,45,185,雷阵雨/阴,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-05,143,轻度污染,58,93,11,0.8,41,207,多云/雷阵雨,33℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-06-06,67,良,49,71,12,1.1,39,75,中到大雨/阴,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-06-07,50,优,9,26,2,0.3,27,100,晴/多云,31℃/17℃,北风3-4级/无持续风向≤3级
2014-06-08,63,良,27,58,7,0.7,54,116,雷阵雨/阴,30℃/17℃,北风4-5级/无持续风向≤3级
2014-06-09,82,良,27,53,6,0.6,43,138,雷阵雨/多云,31℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-06-10,89,良,67,85,6,1.2,42,115,雷阵雨/雷阵雨,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-06-11,71,良,40,41,3,0.7,32,125,多云/晴,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-06-12,86,良,24,56,6,0.5,39,143,晴/多云,34℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-13,117,轻度污染,48,84,8,0.9,41,179,雷阵雨/阴,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-14,159,中度污染,38,68,3,0.6,38,224,多云/多云,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-06-15,176,中度污染,101,145,14,1.2,49,241,雷阵雨/雷阵雨,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-06-16,165,中度污染,126,149,3,1.0,41,203,中雨/雷阵雨,29℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-17,116,轻度污染,88,107,3,0.9,35,170,雷阵雨/雷阵雨,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-06-18,115,轻度污染,61,72,4,0.7,36,176,雷阵雨/阴,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-06-19,158,中度污染,121,132,5,1.2,45,159,雷阵雨/雷阵雨,28℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-06-20,86,良,44,38,2,0.8,27,143,多云/多云,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-06-21,95,良,65,63,5,1.0,34,154,雷阵雨/雷阵雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-06-22,89,良,29,41,2,0.6,31,147,雷阵雨/阴,28℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-06-23,111,轻度污染,23,44,2,0.5,38,172,晴/晴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-06-24,158,中度污染,49,87,6,0.7,52,223,多云/雷阵雨,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-06-25,134,轻度污染,102,125,10,1.2,48,170,雷阵雨/雷阵雨,28℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-26,167,中度污染,127,51,4,1.1,33,207,多云/晴,31℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-06-27,74,良,19,40,3,0.4,34,129,晴/晴,35℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-06-28,67,良,19,45,5,0.4,42,120,晴/晴,37℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-06-29,154,中度污染,42,84,11,1.0,52,219,多云/多云,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-06-30,179,中度污染,73,120,15,1.2,53,244,多云/阴,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-01,117,轻度污染,89,136,17,1.0,49,160,大雨/大雨,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-07-02,77,良,55,57,3,0.9,28,132,阵雨/阴,27℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-03,240,重度污染,190,103,5,1.3,40,164,雷阵雨/雷阵雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-04,238,重度污染,188,128,4,1.3,40,199,多云/多云,31℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-05,163,中度污染,124,100,4,1.1,38,188,霾/阴,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-06,252,重度污染,202,155,8,1.4,36,206,霾/多云,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-07,215,重度污染,165,185,9,1.2,41,195,多云/阴,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-08,138,轻度污染,106,123,9,0.9,40,154,晴/多云,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-09,60,良,25,69,6,0.6,55,107,多云/多云,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-10,113,轻度污染,27,80,8,0.5,40,174,晴/晴,37℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-11,81,良,28,67,5,0.5,40,137,晴/多云,36℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-12,78,良,12,35,2,0.3,31,134,晴/晴,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-13,63,良,16,52,3,0.4,40,115,多云/多云,36℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-14,154,中度污染,26,64,4,0.5,43,219,雷阵雨/多云,36℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-15,140,轻度污染,50,106,7,0.6,28,204,雷阵雨/多云,35℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-16,114,轻度污染,86,111,4,0.8,42,170,雷阵雨/雷阵雨,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-17,175,中度污染,132,135,4,1.8,41,139,多云/阴,31℃/24℃,无持续风向≤3级/无持续风向≤3级
